IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 2048!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,76592.7032045,1023.663540908823,323.7108346944831,0.004226392608577685,75958.22996849881,77227.17644050118
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 2048!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,92081.5510829,785.3422024175472,248.3470102292443,0.00269703330698307,91594.79094285068,92568.31122294931
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 4096!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,164027.3578697,1988.3847957397895,628.7824819386402,0.0038334000504850673,162794.94420510027,165259.77153429974
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 4096!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,179860.7518384,1203.1902205151857,380.48215552682376,0.0021154262485718767,179115.00681356742,180606.49686323258
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 4096!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,132663.3651359,1173.6210779082508,371.1315716171994,0.002797543777342096,131935.9472555303,133390.7830162697
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 4096!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,148454.7875687,1133.603896773631,358.4770278247075,0.0024147219075627054,147752.17259416357,149157.40254323644
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 1024!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,47870.290343099994,745.2093406981229,235.65588502384804,0.004922800412005761,47408.404808453255,48332.17587774673
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 1024!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,63934.69172639999,533.4034392463228,168.6769779785628,0.00263826998181822,63604.08484956201,64265.29860323798
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 1024!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,37154.926155600006,448.98030406793237,141.98003854096285,0.003821297825929431,36876.64528005972,37433.20703114029
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 1024!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,53002.59547089999,503.33770435362214,159.16935779978957,0.003003048367455482,52690.62352961241,53314.56741218758
